httpMethodYYYgetYYYCount;explicitEndpointHttpMethodYYYputYYYCount;	# options operations;httpMethodYYYheadYYYCount;	# get operations;largestInterfaceOperationsCountYYYcustomerManagement;synchronousProtocolCount;explicitEndpointHttpMethodYYYheadYYYCount;largestInterfaceOperationsCountYYYcustomerSelfServiceBackend;explicitEndpointHttpMethodYYYdeleteYYYCount;httpMethodYYYtraceYYYCount;largestInterfaceOperationsCountYYYcustomerCore;restOperationsWithHttpMethod;largestInterface;restYYYjson;allInterfacesCount;allOperationsCount;httpMethodYYYoptionsYYYCount;	# put operations;	# trace operations;explicitEndpointHttpMethodYYYconnectYYYCount;largestInterfaceOperationsCountYYYpolicyManagementBackend;explicitEndpointHttpMethodYYYpostYYYCount;	# connect operations;explicitEndpointHttpMethodYYYoptionsYYYCount;explicitEndpointHttpMethodYYYgetYYYCount;	# head operations;	# patch operations;restOperationsWithoutValidHttpMethodCount;largestInterfaceSimpleName;explicitEndpointHttpMethodYYYtraceYYYCount;	# delete operations;restOperationsWithExplicitRestEndpointCount;	# post operations;httpMethodYYYpostYYYCount;httpMethodYYYputYYYCount;httpMethodYYYdeleteYYYCount;httpMethodYYYconnectYYYCount;largestInterfaceOperationsCount;allServicesCount;explicitEndpointHttpMethodYYYpatchYYYCount;largestInterfaceName;largestInterfaceModelFilePath;httpMethodYYYpatchYYYCount;asynchronousProtocolCount;usedProtocolYYYrestYYYjson;explicitEndpointInvalidHttpMethodCount
6;0;0;0;16;3;1;0;3;0;0;8;26;com.lakesidemutual.policymanagement.PolicyManagementBackend.customerInformationHolder;1;13;39;0;4;0;0;6;1;0;0;3;0;0;8;customerInformationHolder;0;0;16;6;2;0;0;0;8;5;0;com.lakesidemutual.customercore.CustomerCore.customerInformationHolder;/home/florian/Dokumente/Forschung/Paper/Eigene/FASE 2020/evaluation/Lakeside Mutual/Derived Intermediate Models/service models/customerCore.xmi;0;1;rest/json;0
